	9.278000	79.085129	71.351196	67.681099	94.344910	79.616142	66.906067
	17.702000	79.008583	71.240036	67.547874	94.314552	79.468346	66.870766
	26.126000	79.037407	71.163223	67.503571	94.273834	79.304718	66.830856
	34.551000	79.035263	71.059547	67.400757	94.328094	79.187820	66.746666
	42.975000	79.204010	71.031219	67.424232	94.383362	79.084740	66.635941
	51.401000	79.223923	70.926453	67.305191	94.482407	78.934990	66.544548
	59.827000	79.271248	70.864243	67.229416	94.681755	78.849388	66.538918
	68.251000	79.434479	70.834747	67.174438	94.816605	78.723824	66.390076
	76.676000	79.542686	70.776566	67.153839	95.032776	78.673752	66.327110
	85.102000	79.731560	70.775688	67.109383	95.257118	78.646217	66.252762
	93.524000	79.857903	70.734955	67.018639	95.514252	78.625191	66.182167
	101.951000	79.979454	70.764610	67.036163	95.748924	78.560234	66.067139
	110.373000	80.072777	70.663139	66.968788	96.030319	78.550468	65.996811
	118.796000	80.302933	70.680832	66.946358	96.360138	78.564125	65.944420
	127.221000	80.479866	70.731934	66.936729	96.660294	78.597710	65.910141
	135.644000	80.726135	70.740990	66.945328	97.046562	78.659416	65.873512
	144.071000	80.865906	70.756523	66.954674	97.356018	78.655197	65.850243
	152.495000	81.094559	70.728241	66.911926	97.765266	78.791649	65.856316
	160.917000	81.301262	70.819176	66.863716	98.100723	78.842293	65.754463
	169.340000	81.477638	70.904305	66.828735	98.462570	78.893448	65.707497
	177.766000	81.697159	70.858612	66.878189	98.910530	79.070732	65.700066
	186.193000	81.952759	70.923927	66.876808	99.210777	79.109093	65.657715
	194.618000	82.092751	70.951576	66.907455	99.636681	79.232689	65.670639
	203.042000	82.403557	71.114693	66.997986	100.067612	79.387062	65.679962
	211.468000	82.544449	71.113205	66.957291	100.507233	79.509453	65.692596
	219.895000	82.794159	71.190239	67.014885	100.873161	79.589699	65.745392
	228.320000	83.027924	71.282265	67.055832	101.274216	79.791847	65.730278
	236.746000	83.226097	71.296310	67.068520	101.716019	79.891403	65.688614
	245.170000	83.517464	71.424332	67.090454	102.155334	80.125198	65.814804
	253.596000	83.712738	71.579842	67.198593	102.509941	80.271622	65.753082
	262.022000	83.950493	71.619438	67.196251	102.977165	80.437607	65.812080
	270.448000	84.163132	71.729027	67.244682	103.393417	80.631073	65.883911
	278.874000	84.282158	71.775093	67.258904	103.794479	80.833694	65.911438
	287.300000	84.524857	71.901855	67.359390	104.181038	81.009468	65.979538
	295.724000	84.660599	71.975380	67.354767	104.493111	81.187180	66.030983
	304.149000	84.817329	72.063446	67.425240	104.772644	81.413017	66.109718
	312.573000	84.939880	72.180382	67.535835	105.039452	81.601921	66.161354
	320.998000	84.953690	72.335327	67.639061	105.224861	81.792160	66.167747
	329.421000	84.984734	72.377563	67.653122	105.350716	81.957520	66.275169
	337.847000	85.055779	72.526909	67.783997	105.445801	82.166405	66.380943
	346.273000	85.074524	72.596504	67.831848	105.502075	82.320091	66.415443
	354.699000	85.046791	72.725067	67.883003	105.488983	82.454758	66.546028
	363.123000	85.018425	72.769829	67.921600	105.441139	82.594864	66.671967
	371.549000	84.883743	72.841515	67.970863	105.372482	82.769119	66.728859
	379.973000	84.882996	72.919586	68.086578	105.267006	82.842003	66.764832
	388.400000	84.739891	72.952827	68.117088	105.123360	82.901558	66.849640
	396.826000	84.637238	73.015480	68.217155	104.940704	83.016190	66.873016
	405.251000	84.536583	73.029274	68.203438	104.740234	83.019127	66.980530
	413.674000	84.347908	73.027969	68.217270	104.507172	83.095650	67.046516
	422.098000	84.274559	73.141891	68.300995	104.290520	83.166405	67.148018
	430.523000	84.077049	73.140472	68.342216	104.037544	83.209824	67.178589
	438.946000	83.952591	73.106392	68.358780	103.727386	83.195297	67.243408
	447.370000	83.791412	73.140793	68.398483	103.467072	83.218277	67.340919
	455.795000	83.522949	73.079002	68.416199	103.098465	83.146790	67.371475
	464.219000	83.383316	73.136070	68.488884	102.779480	83.154778	67.478752
	472.643000	83.190186	73.087425	68.454666	102.455597	83.122993	67.543495
	481.066000	83.013527	73.048141	68.518517	102.095863	83.062210	67.579933
	489.491000	82.810341	73.076279	68.434570	101.729782	82.964783	67.584999
	497.917000	82.624886	73.005508	68.474953	101.341637	82.878395	67.552490
	506.342000	82.378845	72.907158	68.473297	100.953842	82.768883	67.584671
	514.768000	82.276962	72.929977	68.486046	100.590973	82.678360	67.612457
	523.191000	82.006577	72.873749	68.496490	100.220589	82.590828	67.706749
	531.616000	81.797348	72.806213	68.476616	99.784981	82.465691	67.705406
	540.042000	81.530289	72.719833	68.454842	99.360649	82.336090	67.634720
	548.468000	81.338867	72.680168	68.421570	99.006111	82.230186	67.640244
	556.895000	81.114571	72.605354	68.410439	98.581856	82.083328	67.639862
	565.319000	80.831238	72.507248	68.346909	98.154877	81.876122	67.690109
	573.742000	80.614922	72.430534	68.289413	97.757736	81.754478	67.701202
	582.167000	80.328331	72.367195	68.227188	97.348091	81.618477	67.672020
	590.592000	80.137863	72.275063	68.251244	96.894096	81.418785	67.540825
	599.016000	79.945831	72.183647	68.186607	96.461754	81.252953	67.579010
	607.440000	79.795158	72.106102	68.158539	96.136452	81.114990	67.581329
	615.865000	79.583168	71.967453	68.091576	95.741379	80.917358	67.440033
	624.290000	79.424767	71.850777	68.021385	95.392159	80.698654	67.429893
	632.716000	79.263519	71.761269	67.929535	95.118248	80.511581	67.407829
	641.142000	79.233620	71.683235	67.895020	94.864296	80.316170	67.379486
	649.568000	79.206596	71.607872	67.883125	94.700005	80.129143	67.293030
	657.994000	79.088242	71.459038	67.724808	94.560028	79.963127	67.210854
	666.420000	79.138374	71.354477	67.864845	94.482208	79.789360	67.181900
	674.845000	79.112312	71.279144	67.657631	94.410301	79.607048	67.108864
	683.267000	79.152443	71.246857	67.624184	94.432808	79.455284	67.088402
	691.690000	79.221146	71.162941	67.540901	94.485123	79.359360	66.958237
	700.113000	79.217766	71.092865	67.473083	94.560516	79.198868	66.871254
	708.539000	79.381325	71.090057	67.432198	94.712547	79.164902	66.829689
	716.962000	79.505669	71.020981	67.408714	94.847778	79.019325	66.701424
	725.387000	79.605675	71.005020	67.405128	95.065063	79.013428	66.651253
	733.814000	79.725670	70.950165	67.346107	95.262505	78.910294	66.588173
	742.240000	79.846268	70.912857	67.222565	95.500053	78.841354	66.498993
	750.666000	79.989723	70.869766	67.206055	95.702843	78.839523	66.454033
	759.088000	80.166695	70.907616	67.211365	96.000656	78.851837	66.371872
	767.516000	80.393547	70.902069	67.175079	96.294167	78.830513	66.307861
	775.939000	80.526550	70.908562	67.177444	96.619728	78.855011	66.286049
	784.365000	80.653824	70.883194	67.109863	96.935974	78.844299	66.239784
	792.791000	80.920311	70.911987	67.132484	97.269188	78.917564	66.241791
	801.216000	81.098740	70.967323	67.179604	97.653076	78.952759	66.138702
	809.643000	81.287651	70.959564	67.104660	97.933517	79.027977	66.109398
	818.070000	81.503311	70.985428	67.097275	98.357491	79.087105	66.102737
	826.495000	81.689781	71.042137	67.098076	98.753922	79.196205	66.084175
	834.920000	81.904175	71.019958	67.073128	99.089066	79.292450	66.033943
	843.345000	82.192543	71.152412	67.145348	99.539970	79.386810	66.045601
	851.768000	82.334084	71.154564	67.169289	99.907425	79.528099	66.026443
	860.193000	82.547470	71.270454	67.198349	100.289482	79.665283	66.027267
	868.618000	82.760162	71.303162	67.172142	100.708130	79.785576	65.983658
	877.042000	83.076431	71.435249	67.253632	101.150269	79.942863	66.050705
	885.465000	83.288986	71.532875	67.298126	101.561317	80.052910	66.059013
	893.890000	83.469765	71.595757	67.324814	101.968025	80.211517	66.078056
	902.318000	83.621094	71.683968	67.285812	102.373589	80.412910	66.074562
	910.742000	83.903831	71.748116	67.354599	102.795410	80.575813	66.134140
	919.166000	84.157661	71.846390	67.473808	103.176941	80.743584	66.201340
	927.589000	84.327454	71.895508	67.453247	103.623314	80.950851	66.220444
	936.015000	84.605225	72.056168	67.537659	104.026810	81.181053	66.285202
	944.444000	84.737434	72.153648	67.653084	104.363640	81.300148	66.255737
	952.869000	84.878731	72.237526	67.638649	104.686195	81.495781	66.311806
	961.293000	84.966148	72.274902	67.695305	104.969116	81.665138	66.417969
	969.718000	85.054695	72.433479	67.757912	105.215340	81.903992	66.506485
	978.144000	85.113464	72.509834	67.793045	105.394524	82.067192	66.633522
	986.568000	85.155258	72.642555	67.926537	105.501595	82.261841	66.699356
	995.197000	85.181564	72.743744	67.942268	105.580498	82.417770	66.702141
	1003.624000	85.224586	72.828896	68.058426	105.632233	82.584831	66.787621
	1012.050000	85.159332	72.947701	68.091553	105.584915	82.765129	66.867744
	1020.476000	85.102333	72.999840	68.155190	105.508400	82.809647	66.924652
	1028.903000	85.071754	73.009392	68.164047	105.440269	82.977577	66.966949
	1037.328000	84.927773	73.092171	68.278984	105.358688	83.060150	67.110542
	1045.752000	84.865616	73.187500	68.345016	105.173431	83.126610	67.199486
	1054.177000	84.738480	73.218132	68.337845	104.988762	83.240395	67.269257
	1062.601000	84.588432	73.202278	68.414146	104.808586	83.314148	67.352875
	1071.027000	84.454956	73.252464	68.476288	104.574997	83.363548	67.420853
	1079.452000	84.333031	73.234680	68.572662	104.284088	83.378540	67.493622
	1087.876000	84.204422	73.305984	68.549095	104.019997	83.335724	67.499641
	1096.302000	83.923386	73.260979	68.510712	103.771957	83.379173	67.611198
	1104.727000	83.816566	73.278198	68.581131	103.440521	83.374901	67.668610
	1113.152000	83.647842	73.335083	68.612587	103.131516	83.345169	67.703072
	1121.578000	83.386124	73.221817	68.621681	102.781128	83.330910	67.785812
	1130.002000	83.269432	73.241318	68.684753	102.417709	83.259163	67.798218
	1138.429000	83.087051	73.204323	68.609222	102.103104	83.245956	67.887039
	1146.855000	82.893791	73.171822	68.694771	101.723106	83.149155	67.879662
